Elapsed,Date,Time,Pitch,Roll,Heading,Latitude,Longitude,Altitude,Next WP,Velocity,RTK Status,Latitude RTK,Longitude RTK,Altitude RTK,ALT:Altitude,ALT:ID,GAS:Methane,GAS:Status
1.76358E+12,11/19/2025,44:28.7,-0.06,2.07,3.62,40.460301,-109.5650607,2.44,,0,OFF,,,,3.67,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:28.8,-0.09,1.93,3.61,40.46030101,-109.5650607,2.43,,0.01,OFF,,,,3.68,v1:altimeter:LIGHTWARESF30D:0,18,1
1.76358E+12,11/19/2025,44:28.9,0.01,1.82,3.29,40.46030099,-109.5650606,2.43,,0.02,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:29.0,0.21,1.89,2.62,40.46030103,-109.5650605,2.43,,0.03,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:29.1,0.32,1.81,1.8,40.46030116,-109.5650605,2.43,,0.03,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:29.2,0.32,1.51,1.29,40.4603012,-109.5650605,2.43,,0.03,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:29.3,0.29,1.31,1.02,40.46030111,-109.5650604,2.43,,0.03,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,19,1
1.76358E+12,11/19/2025,44:29.4,0.32,1.14,0.79,40.46030115,-109.5650603,2.42,,0.03,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:29.5,0.36,1.3,0.74,40.4603013,-109.5650603,2.42,,0.02,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:29.6,0.41,1.49,0.75,40.46030134,-109.5650602,2.43,,0.02,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:29.7,0.4,1.56,0.73,40.46030132,-109.5650602,2.43,,0.02,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:29.8,0.38,1.64,0.77,40.46030135,-109.5650602,2.43,,0.02,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,18,1
1.76358E+12,11/19/2025,44:29.9,0.37,1.65,0.77,40.46030139,-109.56506,2.43,,0.02,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.0,0.35,1.52,0.82,40.46030142,-109.56506,2.43,,0.03,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.1,0.31,1.29,0.82,40.46030148,-109.5650598,2.43,,0.03,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.2,0.21,-0.5,0.76,40.46030151,-109.5650597,2.43,,0.01,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.3,0.18,-3.08,0.68,40.46030142,-109.5650597,2.43,,0.04,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,44,1
1.76358E+12,11/19/2025,44:30.4,0.18,-6.77,0.65,40.46030144,-109.5650598,2.43,,0.14,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.5,0.29,-9.39,0.73,40.46030156,-109.56506,2.43,,0.3,OFF,,,,3.75,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.6,0.36,-10.08,0.89,40.46030158,-109.5650605,2.43,,0.48,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.7,0.38,-8.77,1.05,40.46030153,-109.5650611,2.43,,0.66,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.8,0.31,-4.97,1.25,40.46030155,-109.5650619,2.43,,0.79,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:30.9,0.22,1.17,1.37,40.46030151,-109.5650631,2.43,,0.84,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:31.0,0.01,8,1.24,40.46030153,-109.565064,2.43,,0.79,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:31.1,-0.05,9.89,0.95,40.46030151,-109.5650647,2.43,,0.65,OFF,,,,3.75,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:31.2,-0.01,9.18,0.69,40.46030153,-109.5650654,2.44,,0.51,OFF,,,,3.75,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:31.3,0.06,6.93,0.53,40.46030168,-109.5650658,2.44,,0.39,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,22,1
1.76358E+12,11/19/2025,44:31.4,0.11,4.11,0.53,40.46030171,-109.5650663,2.44,,0.31,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:31.5,0.25,2.36,0.7,40.46030182,-109.5650665,2.44,,0.28,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:31.6,0.36,2.55,0.93,40.46030185,-109.5650667,2.44,,0.27,OFF,,,,3.68,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:31.7,0.4,3.28,1.07,40.46030174,-109.5650672,2.44,,0.24,OFF,,,,3.68,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:31.8,0.39,4.11,1.11,40.46030175,-109.5650674,2.44,,0.21,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,21,1
1.76358E+12,11/19/2025,44:31.9,0.3,4.48,1.04,40.46030185,-109.5650676,2.44,,0.15,OFF,,,,3.68,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:32.0,0.19,3.93,0.97,40.46030187,-109.5650678,2.44,,0.1,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:32.1,0.11,3.02,0.89,40.46030197,-109.5650678,2.44,,0.07,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:32.2,0.15,3.54,1,40.46030199,-109.5650678,2.44,,0.03,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:32.3,0.2,5.65,1.1,40.46030207,-109.5650679,2.44,,0.02,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,3,1
1.76358E+12,11/19/2025,44:32.4,0.15,9.58,1.17,40.4603021,-109.5650678,2.44,,0.13,OFF,,,,3.75,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:32.5,0.08,7.12,0.78,40.46030202,-109.5650675,2.44,,0.26,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:32.6,-0.03,2.18,0.56,40.46030202,-109.5650671,2.44,,0.32,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:32.7,-0.01,-1.57,0.6,40.46030199,-109.5650667,2.44,,0.3,OFF,,,,3.66,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:32.8,0.08,-4.17,0.75,40.460302,-109.5650665,2.44,,0.23,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,9,1
1.76358E+12,11/19/2025,44:32.9,0.16,-3.57,1.07,40.46030196,-109.5650661,2.43,,0.13,OFF,,,,3.68,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:33.0,0.18,-1.85,1.15,40.46030197,-109.565066,2.43,,0.06,OFF,,,,3.68,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:33.1,0.13,0.67,1.13,40.46030211,-109.5650661,2.43,,0.03,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:33.2,0.07,1.43,0.99,40.46030212,-109.565066,2.43,,0.03,OFF,,,,3.67,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:33.3,0.02,1.38,0.77,40.46030212,-109.5650659,2.43,,0.03,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,0,1
1.76358E+12,11/19/2025,44:33.4,0.04,0.86,0.67,40.46030214,-109.5650658,2.42,,0.03,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:33.5,0.09,0.42,0.62,40.46030214,-109.5650657,2.42,,0.02,OFF,,,,3.68,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:33.6,0.14,0.55,0.65,40.46030216,-109.5650657,2.42,,0.02,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:33.7,0.15,0.85,0.67,40.46030227,-109.5650656,2.42,,0.02,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:33.8,0.12,1.18,0.71,40.46030229,-109.5650656,2.42,,0.02,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,52,1
1.76358E+12,11/19/2025,44:33.9,0.13,1.32,0.74,40.46030222,-109.5650656,2.42,,0.02,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:34.0,0.15,1.29,0.75,40.46030224,-109.5650656,2.42,,0.02,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:34.1,0.1,1.12,0.76,40.46030235,-109.5650655,2.42,,0.02,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:34.2,0.07,0.95,0.78,40.46030237,-109.5650655,2.43,,0.02,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:34.3,0.13,0.86,0.78,40.46030248,-109.5650655,2.43,,0.03,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,9,1
1.76358E+12,11/19/2025,44:34.4,0.24,0.87,0.81,40.46030251,-109.5650655,2.43,,0.03,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:34.5,0.28,0.96,0.81,40.46030245,-109.5650655,2.43,,0.03,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:34.6,0.25,1.07,0.8,40.46030246,-109.5650656,2.43,,0.04,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:34.7,0.14,1.26,0.78,40.46030256,-109.5650656,2.43,,0.04,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:34.8,0.08,1.3,0.77,40.46030258,-109.5650656,2.43,,0.04,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,4,1
1.76358E+12,11/19/2025,44:34.9,0.07,1.29,0.77,40.46030267,-109.5650656,2.43,,0.04,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.0,0.08,1.23,0.75,40.46030269,-109.5650656,2.43,,0.04,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.1,0.1,1.17,0.72,40.46030262,-109.5650656,2.43,,0.04,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.2,0.11,1.19,0.72,40.46030264,-109.5650656,2.43,,0.04,OFF,,,,3.69,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.3,0.09,1.22,0.71,40.46030275,-109.5650657,2.43,,0.05,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,14,1
1.76358E+12,11/19/2025,44:35.4,0.03,1.33,0.72,40.46030277,-109.5650658,2.43,,0.05,OFF,,,,3.7,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.5,0.06,1.32,0.72,40.4603027,-109.5650657,2.43,,0.05,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.6,0.08,1.32,0.72,40.46030271,-109.5650657,2.43,,0.05,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.7,0.05,1.32,0.71,40.46030283,-109.5650657,2.43,,0.05,OFF,,,,3.71,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.8,0.01,1.33,0.73,40.46030284,-109.5650657,2.43,,0.04,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:35.9,0.02,1.35,0.74,40.4603028,-109.5650658,2.43,,0.04,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:36.0,0.01,1.37,0.76,40.46030281,-109.5650659,2.44,,0.04,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:36.1,0.01,1.35,0.75,40.46030294,-109.5650658,2.44,,0.04,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:36.2,-0.01,1.32,0.74,40.46030296,-109.5650658,2.44,,0.04,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:36.3,-0.04,1.35,0.71,40.46030292,-109.5650659,2.44,,0.04,OFF,,,,3.76,v1:altimeter:LIGHTWARESF30D:0,22,1
1.76358E+12,11/19/2025,44:36.4,0.01,1.44,0.69,40.46030294,-109.5650659,2.44,,0.03,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:36.5,0.13,1.46,0.66,40.46030307,-109.5650659,2.44,,0.03,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:36.6,0.19,1.45,0.66,40.46030309,-109.5650659,2.44,,0.03,OFF,,,,3.75,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:36.7,0.2,1.4,0.65,40.46030304,-109.5650659,2.44,,0.03,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:36.8,0.16,1.3,0.63,40.46030305,-109.5650659,2.44,,0.03,OFF,,,,3.77,v1:altimeter:LIGHTWARESF30D:0,8,1
1.76358E+12,11/19/2025,44:36.9,0.15,1.27,0.64,40.46030316,-109.565066,2.44,,0.03,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:37.0,0.15,1.24,0.63,40.46030318,-109.565066,2.44,,0.03,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:37.1,0.13,1.28,0.61,40.46030312,-109.565066,2.44,,0.03,OFF,,,,3.76,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:37.2,0.12,1.33,0.62,40.46030313,-109.565066,2.44,,0.03,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:37.3,0.12,1.29,0.59,40.46030308,-109.565066,2.44,,0.03,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,21,1
1.76358E+12,11/19/2025,44:37.4,0.09,1.28,0.6,40.46030309,-109.565066,2.44,,0.03,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:37.5,0.11,1.29,0.59,40.46030306,-109.565066,2.44,,0.03,OFF,,,,3.74,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:37.6,0.12,1.41,0.6,40.46030306,-109.565066,2.44,,0.03,OFF,,,,3.78,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:37.7,0.13,1.48,0.61,40.46030305,-109.565066,2.44,,0.03,OFF,,,,3.72,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:37.8,0.11,1.47,0.62,40.46030305,-109.565066,2.44,,0.03,OFF,,,,3.73,v1:altimeter:LIGHTWARESF30D:0,9,1
1.76358E+12,11/19/2025,44:37.9,0.13,1.52,0.63,40.46030304,-109.565066,2.44,,0.03,OFF,,,,3.77,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:38.0,0.14,1.57,0.67,40.46030305,-109.565066,2.44,,0.07,OFF,,,,3.75,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:38.1,0.1,1.59,0.7,40.46030305,-109.565066,2.45,,0.11,OFF,,,,3.76,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:38.2,0.04,1.53,0.72,40.46030305,-109.565066,2.46,,0.13,OFF,,,,3.77,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:38.3,0,1.47,0.76,40.46030305,-109.565066,2.48,,0.14,OFF,,,,3.8,v1:altimeter:LIGHTWARESF30D:0,20,1
1.76358E+12,11/19/2025,44:38.4,-0.04,1.38,0.78,40.46030306,-109.5650659,2.49,,0.14,OFF,,,,3.82,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:38.5,-0.05,1.33,0.79,40.46030307,-109.5650659,2.51,,0.15,OFF,,,,3.82,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:38.6,-0.05,1.34,0.81,40.46030308,-109.5650659,2.52,,0.13,OFF,,,,3.82,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:38.7,-0.03,1.21,0.81,40.46030309,-109.5650659,2.53,,0.1,OFF,,,,3.88,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:38.8,0.04,1.18,0.82,40.4603031,-109.5650659,2.54,,0.08,OFF,,,,3.85,v1:altimeter:LIGHTWARESF30D:0,18,1
1.76358E+12,11/19/2025,44:38.9,0.18,1.22,0.85,40.46030311,-109.5650659,2.55,,0.05,OFF,,,,3.88,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:39.0,0.22,1.33,0.85,40.46030313,-109.5650659,2.55,,0.03,OFF,,,,3.86,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:39.1,0.23,1.41,0.87,40.46030311,-109.5650659,2.56,,0.02,OFF,,,,3.86,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:39.2,0.26,1.47,0.87,40.46030313,-109.5650659,2.56,,0.01,OFF,,,,3.89,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:39.3,0.29,1.43,0.86,40.46030325,-109.5650658,2.56,,0,OFF,,,,3.87,v1:altimeter:LIGHTWARESF30D:0,30,1
1.76358E+12,11/19/2025,44:39.4,0.36,1.39,0.86,40.46030327,-109.5650657,2.56,,0.01,OFF,,,,3.86,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:39.5,0.4,1.35,0.84,40.46030338,-109.5650658,2.55,,0.01,OFF,,,,3.91,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:39.6,0.35,1.35,0.84,40.46030339,-109.5650658,2.55,,0.01,OFF,,,,3.88,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:39.7,0.25,1.45,0.84,40.46030331,-109.5650658,2.55,,0.02,OFF,,,,3.86,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:39.8,0.16,1.49,0.83,40.46030332,-109.5650658,2.55,,0.02,OFF,,,,3.85,v1:altimeter:LIGHTWARESF30D:0,23,1
1.76358E+12,11/19/2025,44:39.9,0.04,1.44,0.81,40.46030342,-109.5650658,2.55,,0.02,OFF,,,,3.87,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:40.0,-0.01,1.24,0.78,40.46030343,-109.5650658,2.55,,0.02,OFF,,,,3.89,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:40.1,-0.03,1.15,0.77,40.46030339,-109.5650658,2.55,,0.01,OFF,,,,3.88,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:40.2,-0.04,1.15,0.77,40.4603034,-109.5650657,2.55,,0.01,OFF,,,,3.88,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:40.3,-0.01,1.21,0.77,40.46030338,-109.5650658,2.55,,0.03,OFF,,,,3.86,v1:altimeter:LIGHTWARESF30D:0,25,1
1.76358E+12,11/19/2025,44:40.4,0.03,1.31,0.77,40.46030339,-109.5650658,2.56,,0.06,OFF,,,,3.88,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:40.5,0.04,1.26,0.72,40.46030355,-109.5650657,2.57,,0.09,OFF,,,,3.89,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:40.6,0.04,1.25,0.69,40.46030358,-109.5650657,2.58,,0.13,OFF,,,,3.93,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:40.7,0.12,1.22,0.64,40.46030355,-109.5650657,2.59,,0.17,OFF,,,,3.93,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:40.8,0.24,1.23,0.61,40.46030357,-109.5650657,2.61,,0.2,OFF,,,,3.97,v1:altimeter:LIGHTWARESF30D:0,10,1
1.76358E+12,11/19/2025,44:40.9,0.38,1.28,0.6,40.46030369,-109.5650656,2.63,,0.24,OFF,,,,3.93,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:41.0,0.47,1.28,0.57,40.46030372,-109.5650656,2.66,,0.29,OFF,,,,3.98,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:41.1,0.5,1.28,0.56,40.4603038,-109.5650656,2.69,,0.35,OFF,,,,4.07,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:41.2,0.44,1.31,0.54,40.46030382,-109.5650656,2.73,,0.4,OFF,,,,4.06,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:41.3,0.3,1.35,0.52,40.46030387,-109.5650657,2.77,,0.43,OFF,,,,4.12,v1:altimeter:LIGHTWARESF30D:0,3,1
1.76358E+12,11/19/2025,44:41.4,0.17,1.4,0.52,40.4603039,-109.5650657,2.81,,0.43,OFF,,,,4.17,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:41.5,0.1,1.46,0.52,40.46030398,-109.5650657,2.86,,0.39,OFF,,,,4.18,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:41.6,0.14,1.53,0.54,40.46030401,-109.5650657,2.89,,0.36,OFF,,,,4.27,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:41.7,0.22,1.61,0.57,40.46030395,-109.5650657,2.92,,0.33,OFF,,,,4.28,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:41.8,0.32,1.6,0.62,40.46030398,-109.5650657,2.96,,0.29,OFF,,,,4.31,v1:altimeter:LIGHTWARESF30D:0,16,1
1.76358E+12,11/19/2025,44:41.9,0.4,1.6,0.67,40.4603041,-109.5650656,2.99,,0.26,OFF,,,,4.36,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:42.0,0.48,1.62,0.73,40.46030413,-109.5650655,3.01,,0.2,OFF,,,,4.37,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:42.1,0.57,1.64,0.76,40.46030406,-109.5650657,3.03,,0.16,OFF,,,,4.39,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:42.2,0.58,1.73,0.77,40.46030409,-109.5650657,3.04,,0.1,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:42.3,0.57,1.8,0.76,40.46030418,-109.5650657,3.05,,0.07,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,9,1
1.76358E+12,11/19/2025,44:42.4,0.59,1.75,0.74,40.46030422,-109.5650657,3.05,,0.03,OFF,,,,4.43,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:42.5,0.59,1.68,0.73,40.4603043,-109.5650656,3.05,,0.02,OFF,,,,4.42,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:42.6,0.6,1.69,0.75,40.46030432,-109.5650656,3.06,,0.02,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:42.7,0.6,1.72,0.77,40.46030439,-109.5650655,3.05,,0.03,OFF,,,,4.43,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:42.8,0.53,1.68,0.77,40.46030441,-109.5650655,3.05,,0.03,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,15,1
1.76358E+12,11/19/2025,44:42.9,0.44,1.6,0.79,40.46030432,-109.5650655,3.05,,0.04,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:43.0,0.41,1.49,0.8,40.46030433,-109.5650655,3.04,,0.03,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:43.1,0.44,1.5,0.85,40.46030444,-109.5650655,3.04,,0.03,OFF,,,,4.4,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:43.2,0.47,1.5,0.86,40.46030446,-109.5650655,3.04,,0.03,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:43.3,0.49,1.51,0.89,40.46030441,-109.5650654,3.04,,0.02,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,30,1
1.76358E+12,11/19/2025,44:43.4,0.48,1.41,0.9,40.46030442,-109.5650653,3.04,,0.02,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:43.5,0.54,1.33,0.96,40.46030439,-109.5650652,3.04,,0.02,OFF,,,,4.42,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:43.6,0.61,1.3,1.01,40.46030439,-109.5650652,3.04,,0.02,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:43.7,0.65,1.37,1.06,40.46030436,-109.5650653,3.04,,0.03,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
1.76358E+12,11/19/2025,44:43.8,0.57,1.42,1.08,40.46030435,-109.5650653,3.04,,0.03,OFF,,,,4.42,v1:altimeter:LIGHTWARESF30D:0,5,1
1.76358E+12,11/19/2025,44:43.9,0.41,1.43,1.08,40.46030433,-109.5650652,3.04,,0.04,OFF,,,,4.41,v1:altimeter:LIGHTWARESF30D:0,,
